epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,583.1,1.6431,0.92843,0.95669,0.61406,0.65476,0.61313,0.2226,2.22929,1.21153,1.11509,0.00226769,0.00226769,0.00226769
71,588.236,1.83168,1.01793,0.98327,0.61052,0.6369,0.6002,0.23288,2.2115,1.17655,1.0932,0.00214046,0.00214046,0.00214046
72,593.671,1.66731,1.00288,0.96523,0.65082,0.64777,0.60174,0.22471,2.29581,1.22663,1.10735,0.00201611,0.00201611,0.00201611
73,598.65,1.70695,0.95432,0.97449,0.63292,0.67063,0.60557,0.24404,2.2636,1.22296,1.11468,0.00189475,0.00189475,0.00189475
74,603.813,1.60834,0.9207,0.9623,0.66702,0.68091,0.63728,0.2423,2.27409,1.23823,1.1244,0.00177651,0.00177651,0.00177651
75,608.973,1.50563,0.8581,0.9046,0.63566,0.69643,0.64148,0.2389,2.29812,1.24824,1.11129,0.00166149,0.00166149,0.00166149
76,613.983,1.59866,0.90805,0.96759,0.66448,0.68056,0.65389,0.23925,2.29282,1.24396,1.11029,0.00154982,0.00154982,0.00154982
77,619.023,1.56803,0.88121,0.95435,0.679,0.65278,0.63832,0.24114,2.30127,1.25031,1.11665,0.00144161,0.00144161,0.00144161
78,624.034,1.55264,0.89698,0.93211,0.66778,0.69841,0.64602,0.2456,2.25869,1.24571,1.10622,0.00133695,0.00133695,0.00133695
79,629.147,1.61599,0.88328,0.95744,0.67428,0.73214,0.67468,0.261,2.18824,1.20585,1.09215,0.00123596,0.00123596,0.00123596
80,634.405,1.65854,0.85394,0.9655,0.67457,0.7091,0.64693,0.25873,2.22353,1.21304,1.09529,0.00113873,0.00113873,0.00113873
81,639.224,1.6051,0.86176,0.96084,0.66996,0.67768,0.64654,0.24672,2.26414,1.22237,1.10055,0.00104537,0.00104537,0.00104537
82,644.411,1.66535,0.88821,0.97586,0.59859,0.67857,0.66585,0.24685,2.21627,1.20971,1.10046,0.000955951,0.000955951,0.000955951
83,649.084,1.5951,0.88252,0.9657,0.60803,0.6923,0.66756,0.26342,2.19216,1.18897,1.10296,0.000870577,0.000870577,0.000870577
84,654.265,1.5302,0.83645,0.91644,0.68798,0.66931,0.69428,0.27509,2.17672,1.19632,1.09805,0.000789327,0.000789327,0.000789327
85,659.423,1.69645,0.8787,0.98503,0.73297,0.66154,0.7019,0.27526,2.18251,1.21963,1.09821,0.000712282,0.000712282,0.000712282
86,664.537,1.67129,1.06021,0.97457,0.73523,0.68254,0.70291,0.27391,2.2113,1.21946,1.10295,0.000639518,0.000639518,0.000639518
87,669.396,1.60083,0.85584,0.95187,0.71011,0.64683,0.6477,0.24588,2.24227,1.24788,1.10222,0.000571106,0.000571106,0.000571106
88,674.253,1.52698,0.8651,0.9377,0.7449,0.64683,0.67437,0.24622,2.2488,1.22614,1.10066,0.000507115,0.000507115,0.000507115
89,679.2,1.52037,0.83932,0.92451,0.73952,0.66468,0.67607,0.24512,2.2483,1.22489,1.10325,0.000447606,0.000447606,0.000447606
90,683.869,1.60749,0.83961,0.96695,0.73037,0.66468,0.70556,0.24948,2.24843,1.2014,1.10387,0.00039264,0.00039264,0.00039264
91,689.042,1.68598,0.93662,0.97885,0.72302,0.68764,0.70864,0.25701,2.215,1.18639,1.10551,0.00034227,0.00034227,0.00034227
92,694.396,1.57562,0.90764,0.92359,0.68136,0.68056,0.68016,0.24768,2.2391,1.198,1.11028,0.000296546,0.000296546,0.000296546
93,699.058,1.56292,0.91369,0.95364,0.70333,0.69841,0.70582,0.24421,2.25304,1.20139,1.11379,0.000255513,0.000255513,0.000255513
94,703.818,1.58147,0.84022,0.96027,0.70662,0.69841,0.70178,0.23693,2.25862,1.22149,1.11398,0.000219212,0.000219212,0.000219212
95,708.552,1.53539,0.83888,0.95109,0.70816,0.69841,0.7113,0.2417,2.26023,1.22709,1.11729,0.000187678,0.000187678,0.000187678
96,713.6,1.66337,0.89413,0.97022,0.67923,0.68056,0.67047,0.23701,2.26266,1.22699,1.11522,0.000160943,0.000160943,0.000160943
97,718.338,1.61913,0.86833,0.95,0.70809,0.69841,0.70532,0.24535,2.27101,1.21715,1.11473,0.000139032,0.000139032,0.000139032
98,723.098,1.42161,0.80556,0.88564,0.7159,0.69841,0.70559,0.24695,2.25627,1.2039,1.11305,0.000121968,0.000121968,0.000121968
99,727.884,1.50391,0.83269,0.92147,0.71679,0.69841,0.70604,0.24989,2.24462,1.19744,1.10868,0.000109768,0.000109768,0.000109768
100,732.836,1.58668,0.88937,0.93169,0.72679,0.69841,0.70236,0.24979,2.24772,1.20803,1.10971,0.000102443,0.000102443,0.000102443
